Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
,9,U,14,142,NU,130.61,CY,133.43,CY,2.82,19.85915493
,9,U,27,143,NU,132.49,CY,135.16,CY,2.67,18.67132867
,9,D,5,138,NU,132.08,CY,134.76,CY,2.68,19.42028986
,9,D,14,142,NU,133.63,CY,136.49,CY,2.86,20.14084507
,9,D,27,142,NU,134.74,CY,137.45,CY,2.71,19.08450704
,10,U,5,141,NU,131.79,CY,134.35,CY,2.56,18.15602837
,10,U,14,143,NU,128.95,CY,131.53,CY,2.58,18.04195804
,10,U,27,141,NU,130.43,CY,132.92,CY,2.49,17.65957447
,10,D,5,139,NU,132.03,CY,134.4,CY,2.37,17.05035971
,10,D,14,143,NU,132.63,CY,135.25,CY,2.62,18.32167832
,10,D,27,143,NU,129.29,CY,131.64,CY,2.35,16.43356643
,11,U,5,142,CY,133.79,CY,135.82,EC,2.03,14.29577465
,11,U,14,144,CY,132.64,CY,134.93,EC,2.29,15.90277778
,11,U,27,142,CY,131.97,CY,134.24,EC,2.27,15.98591549
,11,D,5,137,CY,132.39,CY,134.17,EC,1.78,12.99270073
,11,D,14,141,CY,133.03,CY,135.55,EC,2.52,17.87234043
,11,D,27,139,CY,130,CY,131.69,EC,1.69,12.15827338
,12,U,5,145,CY,131.29,CY,133.47,EC,2.18,15.03448276
,12,U,14,144,CY,133.8,CY,135.93,EC,2.13,14.79166667
,12,U,27,143,CY,130.85,CY,133.1,EC,2.25,15.73426573
,12,D,5,141,CY,130.88,CY,132.76,EC,1.88,13.33333333
,12,D,14,145,CY,134.23,CY,136.41,EC,2.18,15.03448276
,12,D,27,143,CY,131.98,CY,133.82,EC,1.84,12.86713287
,13,U,5,142,CY,130.82,CY,132.82,EC,2,14.08450704
,13,U,14,144,CY,131.47,CY,133.39,EC,1.92,13.33333333
,13,U,27,143,CY,134.06,CY,135.92,EC,1.86,13.00699301
,13,D,5,141,CY,133.94,CY,135.87,EC,1.93,13.68794326
,13,D,14,145,CY,132.95,CY,135.17,EC,2.22,15.31034483
,13,D,27,144,CY,132.12,CY,134.23,EC,2.11,14.65277778
,14,U,5,143,CY,133.83,CY,135.89,EC,2.06,14.40559441
,14,U,14,145,CY,132.77,CY,134.18,EC,1.41,9.724137931
,14,U,27,143,CY,131.4,CY,133.32,EC,1.92,13.42657343
,14,D,5,140,CY,131.52,CY,133.04,EC,1.52,10.85714286
,14,D,14,143,CY,135.12,CY,136.44,EC,1.32,9.230769231
,14,D,27,142,CY,131.48,CY,133.22,EC,1.74,12.25352113
,15,U,5,141,CY,133.07,CY,134.93,EC,1.86,13.19148936
,15,U,14,144,CY,131.68,CY,133.62,EC,1.94,13.47222222
,15,U,27,143,CY,129.72,CY,131.5,EC,1.78,12.44755245
,15,D,5,142,CY,132.2,CY,133.33,EC,1.13,7.957746479
,15,D,14,143,CY,131.39,CY,133.18,EC,1.79,12.51748252
,15,D,27,145,CY,131.89,CY,133.37,EC,1.48,10.20689655
,16,U,5,144,CY,130.99,CY,132.63,EC,1.64,11.38888889
,16,U,14,144,CY,131.7,CY,133.42,EC,1.72,11.94444444
,16,U,27,143,CY,134.03,CY,135.47,EC,1.44,10.06993007
,16,D,5,137,CY,130.78,CY,131.8,EC,1.02,7.445255474
,16,D,14,142,CY,131.7,CY,133.47,EC,1.77,12.46478873
,16,D,27,140,CY,131.14,CY,132.17,EC,1.03,7.357142857
,17,U,5,143,CY,133.66,CY,135.37,EC,1.71,11.95804196
,17,U,14,145,CY,132.58,CY,134.26,EC,1.68,11.5862069
,17,U,27,144,CY,131.49,CY,133.09,EC,1.6,11.11111111
,17,D,5,138,CY,131.44,CY,132.57,EC,1.13,8.188405797
,17,D,14,140,CY,134.03,CY,135.57,EC,1.54,11
,17,D,27,138,CY,131.83,CY,132.11,EC,0.28,2.028985507
,18,U,5,144,CY,132.31,CY,134.06,EC,1.75,12.15277778
,18,U,14,144,CY,134.31,CY,136,EC,1.69,11.73611111
,18,U,27,142,CY,131.87,CY,133.25,EC,1.38,9.718309859
,18,D,5,142,CY,132.85,CY,133.73,EC,0.88,6.197183099
,18,D,14,137,CY,133.58,CY,135.07,EC,1.49,10.87591241
,18,D,27,144,CY,129.56,CY,130.52,EC,0.96,6.666666667
,19,U,5,143,CY,131.49,CY,132.99,EC,1.5,10.48951049
,19,U,14,144,CY,132.53,CY,134.15,EC,1.62,11.25
,19,U,27,143,CY,131.14,CY,132.65,EC,1.51,10.55944056
,19,D,5,142,CY,127.86,CY,128.82,EC,0.96,6.76056338
,19,D,14,144,CY,131.26,CY,132.94,EC,1.68,11.66666667
,19,D,27,145,CY,130.78,CY,131.74,EC,0.96,6.620689655
