Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
3600,12,D,27,141,JW,132.03,CY,134.61,,2.58,18.29787234
3900,13,U,5,140,JW,129.94,CY,132.63,,2.69,19.21428571
3900,13,U,14,141,JW,130.06,CY,132.66,,2.6,18.43971631
3900,13,U,27,141,JW,131.27,CY,133.78,,2.51,17.80141844
3900,13,D,5,141,JW,129.79,CY,132.4,,2.61,18.5106383
3900,13,D,14,142,JW,129.86,CY,133.31,,3.45,24.29577465
3900,13,D,27,141,JW,129.96,CY,133,,3.04,21.56028369
4200,14,U,5,138,JW,129.74,CY,132.42,,2.68,19.42028986
4200,14,U,14,141,JW,130.25,CY,133.02,,2.77,19.64539007
4200,14,U,27,140,JW,129.52,CY,131.94,,2.42,17.28571429
4200,14,D,5,142,JW,130.57,CY,134.55,,3.98,28.02816901
4200,14,D,14,141,JW,129.65,CY,133.9,,4.25,30.14184397
4200,14,D,27,141,JW,130.42,CY,132.94,,2.52,17.87234043
4500,15,U,5,139,JW,126.76,CY,129.07,,2.31,16.61870504
4500,15,U,14,141,JW,127.71,CY,131.36,,3.65,25.88652482
4500,15,U,27,140,JW,129.25,CY,131.56,,2.31,16.5
4500,15,D,5,141,JW,127.17,CY,129.59,,2.42,17.16312057
4500,15,D,14,142,JW,128.35,CY,130.64,,2.29,16.12676056
4500,15,D,27,140,JW,129.17,CY,131.66,,2.49,17.78571429
4800,16,U,5,136,JW,128.75,CY,131.56,,2.81,20.66176471
4800,16,U,14,140,JW,131.38,CY,133.56,,2.18,15.57142857
4800,16,U,27,142,JW,129.02,CY,131.12,,2.1,14.78873239
4800,16,D,5,140,JW,131.33,CY,133.6,,2.27,16.21428571
4800,16,D,14,142,JW,133.64,CY,135.94,,2.3,16.1971831
4800,16,D,27,140,JW,131.6,CY,133.86,,2.26,16.14285714
5100,17,U,5,140,JW,130.31,CY,132.5,,2.19,15.64285714
5100,17,U,14,141,JW,128.24,CY,130.31,,2.07,14.68085106
5100,17,U,27,142,JW,127.92,CY,130.11,,2.19,15.42253521
5100,17,D,5,141,JW,131.53,CY,134.44,,2.91,20.63829787
5100,17,D,14,141,JW,129.84,CY,132.12,,2.28,16.17021277
5100,17,D,27,140,JW,130.82,CY,133.24,,2.42,17.28571429
5400,18,U,5,139,JW,129.08,CY,131.05,,1.97,14.17266187
5400,18,U,14,141,JW,129.96,CY,132.13,,2.17,15.39007092
5400,18,U,27,141,JW,130.22,CY,132.42,,2.2,15.60283688
5400,18,D,5,140,JW,128.23,CY,130.55,,2.32,16.57142857
5400,18,D,14,141,JW,128.2,CY,130.63,,2.43,17.23404255
5400,18,D,27,141,JW,127.02,CY,129.1,,2.08,14.75177305
5700,19,U,5,136,JW,128.08,CY,130.68,,2.6,19.11764706
5700,19,U,14,140,JW,126.17,CY,128.68,,2.51,17.92857143
5700,19,U,27,140,JW,128.2,CY,130.46,,2.26,16.14285714
5700,19,D,5,139,JW,127.91,CY,130.05,,2.14,15.39568345
5700,19,D,14,140,JW,128.22,CY,131.61,,3.39,24.21428571
5700,19,D,27,141,JW,127.13,CY,129.61,,2.48,17.58865248
