Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
2100,7,U,5,142,CY,131.37,JW,135.64,JW,4.27,30.07042254
2100,7,U,14,145,CY,132.21,JW,136.31,JW,4.1,28.27586207
2100,7,U,27,143,CY,131.69,JW,135.63,JW,3.94,27.55244755
2100,7,D,5,143,CY,130.56,JW,135.05,JW,4.49,31.3986014
2100,7,D,14,144,CY,132.46,JW,136.55,JW,4.09,28.40277778
2100,7,D,27,143,CY,131.23,JW,135.4,JW,4.17,29.16083916
2400,8,U,5,141,CY,133.3,JW,137.17,JW,3.87,27.44680851
2400,8,U,14,142,CY,131.03,JW,134.97,JW,3.94,27.74647887
2400,8,U,27,143,CY,132.62,JW,136.5,JW,3.88,27.13286713
2400,8,D,5,144,CY,132.06,JW,136.2,JW,4.14,28.75
2400,8,D,14,144,CY,130.51,JW,134.63,JW,4.12,28.61111111
2400,8,D,27,143,CY,128.95,JW,132.95,JW,4,27.97202797
2700,9,U,5,137,CY,132.37,JW,135.93,JW,3.56,25.98540146
2700,9,U,14,143,CY,131.07,JW,134.8,JW,3.73,26.08391608
2700,9,U,27,142,CY,132.09,JW,135.6,JW,3.51,24.71830986
2700,9,D,5,144,CY,131.1,JW,134.97,JW,3.87,26.875
2700,9,D,14,144,CY,132.39,JW,136.81,JW,4.42,30.69444444
2700,9,D,27,143,CY,132.77,JW,136.39,JW,3.62,25.31468531
3000,10,U,5,137,CY,128.44,JW,131.61,JW,3.17,23.13868613
3000,10,U,14,145,CY,129.71,JW,133.13,JW,3.42,23.5862069
3000,10,U,27,142,CY,133.41,JW,136.88,JW,3.47,24.43661972
3000,10,D,5,143,CY,130.77,JW,134.26,JW,3.49,24.40559441
3000,10,D,14,144,CY,127.47,JW,130.9,JW,3.43,23.81944444
3000,10,D,27,142,CY,127.84,JW,131.33,JW,3.49,24.57746479
3300,11,U,5,140,JW,129.13,JW,132.59,JW,3.46,24.71428571
3300,11,U,14,142,JW,127.89,JW,131.26,JW,3.37,23.73239437
3300,11,U,27,140,JW,130.28,JW,133.37,JW,3.09,22.07142857
3300,11,D,5,141,JW,129.25,JW,132.76,JW,3.51,24.89361702
3300,11,D,14,142,JW,125.33,JW,128.87,JW,3.54,24.92957746
3300,11,D,27,140,JW,128.85,JW,132.24,JW,3.39,24.21428571
3600,12,U,5,141,JW,128.42,JW,131.57,JW,3.15,22.34042553
3600,12,U,14,142,JW,130.2,JW,133.38,JW,3.18,22.3943662
3600,12,U,27,141,JW,128.76,JW,131.86,JW,3.1,21.9858156
3600,12,D,5,141,JW,126.41,JW,129.63,JW,3.22,22.83687943
3600,12,D,14,141,JW,132.46,JW,135.7,JW,3.24,22.9787234
3600,12,D,27,141,JW,133.07,JW,136.14,JW,3.07,21.77304965
3900,13,U,5,142,JW,130.93,JW,133.94,JW,3.01,21.1971831
3900,13,U,14,141,JW,129.66,JW,132.71,JW,3.05,21.63120567
3900,13,U,27,140,JW,128.91,JW,131.95,JW,3.04,21.71428571
3900,13,D,5,141,JW,130.76,JW,133.8,JW,3.04,21.56028369
3900,13,D,14,141,JW,129.48,JW,132.51,JW,3.03,21.4893617
3900,13,D,27,140,JW,133.93,JW,136.88,JW,2.95,21.07142857
4200,14,U,5,141,JW,132.35,JW,135.17,JW,2.82,20
4200,14,U,14,139,JW,131.35,JW,134.32,JW,2.97,21.36690647
4200,14,U,27,140,JW,127.51,JW,130.87,JW,3.36,24
4200,14,D,5,140,JW,129.78,JW,132.71,JW,2.93,20.92857143
4200,14,D,14,141,JW,128.97,JW,131.93,JW,2.96,20.9929078
4200,14,D,27,141,JW,130.59,JW,133.54,JW,2.95,20.92198582
4500,15,U,5,138,JW,133.46,JW,136.08,JW,2.62,18.98550725
4500,15,U,14,143,JW,134.07,JW,136.82,JW,2.75,19.23076923
4500,15,U,27,140,JW,133.01,JW,135.66,JW,2.65,18.92857143
4500,15,D,5,141,JW,130.54,JW,133.39,JW,2.85,20.21276596
4500,15,D,14,141,JW,131.59,JW,134.61,JW,3.02,21.41843972
4500,15,D,27,141,JW,128.79,JW,131.57,JW,2.78,19.71631206
4800,16,U,5,141,JW,134.73,JW,137.3,JW,2.57,18.22695035
4800,16,U,14,142,JW,127.92,JW,130.62,JW,2.7,19.01408451
4800,16,U,27,141,JW,130.44,JW,133.06,JW,2.62,18.58156028
4800,16,D,5,141,JW,132.19,JW,134.86,JW,2.67,18.93617021
4800,16,D,14,141,JW,130.11,JW,132.69,JW,2.58,18.29787234
4800,16,D,27,141,JW,128.45,JW,131.17,JW,2.72,19.29078014
5100,17,U,5,137,JW,129.04,JW,131.39,JW,2.35,17.15328467
5100,17,U,14,142,JW,128.43,JW,130.95,JW,2.52,17.74647887
5100,17,U,27,140,JW,128.16,JW,130.83,JW,2.67,19.07142857
5100,17,D,5,141,JW,128.07,JW,130.83,JW,2.76,19.57446809
5100,17,D,14,142,JW,130.51,JW,133.18,JW,2.67,18.8028169
5100,17,D,27,141,JW,132.44,JW,134.92,JW,2.48,17.58865248
5400,18,U,5,143,JW,130.52,JW,132.83,JW,2.31,16.15384615
5400,18,U,14,139,JW,126.61,JW,129.08,JW,2.47,17.76978417
5400,18,U,27,140,JW,129.17,JW,131.71,JW,2.54,18.14285714
5400,18,D,5,141,JW,128.13,JW,130.71,JW,2.58,18.29787234
5400,18,D,14,144,JW,129.82,JW,132.24,JW,2.42,16.80555556
5400,18,D,27,141,JW,129.54,JW,132.08,JW,2.54,18.0141844
5700,19,U,5,138,JW,131.02,JW,133.39,JW,2.37,17.17391304
5700,19,U,14,143,JW,130.02,JW,132.46,JW,2.44,17.06293706
5700,19,U,27,141,JW,132.07,JW,134.41,JW,2.34,16.59574468
5700,19,D,5,141,JW,132.84,JW,135.52,JW,2.68,19.0070922
5700,19,D,14,143,JW,129.84,JW,132.2,JW,2.36,16.5034965
5700,19,D,27,142,JW,132.98,JW,135.41,JW,2.43,17.11267606
