Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
,10,D,27,145,CY,133.63,EC,136.34,JW,2.71,18.68965517
,11,U,5,144,EC,132.58,EC,134.6,JW,2.02,14.02777778
,11,U,14,142,EC,129.47,EC,131.68,JW,2.21,15.56338028
,11,U,27,141,EC,131.58,EC,133.8,JW,2.22,15.74468085
,11,D,5,143,EC,132.56,EC,134.46,JW,1.9,13.28671329
,11,D,14,142,EC,131.34,EC,132.5,JW,1.16,8.169014085
,11,D,27,143,EC,131.05,EC,132.46,JW,1.41,9.86013986
,12,U,5,139,JW,132.78,EC,134.65,JW,1.87,13.45323741
,12,U,14,141,JW,132,EC,133.77,JW,1.77,12.55319149
,12,U,27,140,JW,131.05,EC,132.34,JW,1.29,9.214285714
,12,D,5,138,JW,131.44,EC,132.99,JW,1.55,11.23188406
,12,D,14,139,JW,131.31,EC,133.22,JW,1.91,13.74100719
,12,D,27,140,JW,131.34,EC,133.16,JW,1.82,13
,13,U,5,141,JW,132.62,EC,134.84,JW,2.22,15.74468085
,13,U,14,141,JW,132.56,EC,133.45,JW,0.89,6.312056738
,13,U,27,141,JW,132.54,EC,133.94,JW,1.4,9.929078014
,13,D,5,139,JW,131.49,EC,133.42,JW,1.93,13.88489209
,13,D,14,140,JW,129.47,EC,131.61,JW,2.14,15.28571429
,13,D,27,140,JW,132.25,EC,134.31,JW,2.06,14.71428571
,14,U,5,141,JW,131.41,EC,133.26,JW,1.85,13.12056738
,14,U,14,141,JW,133.94,EC,135.62,JW,1.68,11.91489362
,14,U,27,141,JW,129.79,EC,131.58,JW,1.79,12.69503546
,14,D,5,140,JW,133.5,EC,135.12,JW,1.62,11.57142857
,14,D,14,141,JW,133.49,EC,135.62,JW,2.13,15.10638298
,14,D,27,140,JW,131.99,EC,134.04,JW,2.05,14.64285714
,15,U,5,141,JW,131.33,EC,132.95,JW,1.62,11.4893617
,15,U,14,140,JW,134.28,EC,135.63,JW,1.35,9.642857143
,15,U,27,141,JW,134.05,EC,135.54,JW,1.49,10.56737589
,15,D,5,140,JW,130.78,EC,132.05,JW,1.27,9.071428571
,15,D,14,140,JW,131.28,EC,133.23,JW,1.95,13.92857143
,15,D,27,140,JW,130.29,EC,132.23,JW,1.94,13.85714286
,16,U,5,143,CY,131.84,EC,133.45,JW,1.61,11.25874126
,16,U,14,144,CY,133.53,EC,134.95,JW,1.42,9.861111111
,16,U,27,143,CY,132.28,EC,133.96,JW,1.68,11.74825175
,16,D,5,142,CY,132.11,EC,133.74,JW,1.63,11.47887324
,16,D,14,143,CY,134.78,EC,136.22,JW,1.44,10.06993007
,16,D,27,142,CY,132.93,EC,134.79,JW,1.86,13.09859155
,17,U,5,141,CY,134.22,EC,135.47,JW,1.25,8.865248227
,17,U,14,143,CY,131,EC,132.26,JW,1.26,8.811188811
,17,U,27,142,CY,130.94,EC,132.54,JW,1.6,11.26760563
,17,D,5,141,CY,129.96,EC,131.45,JW,1.49,10.56737589
,17,D,14,143,CY,136.13,EC,137.7,JW,1.57,10.97902098
,17,D,27,142,CY,132.28,EC,133.59,JW,1.31,9.225352113
,18,U,5,142,CY,130.41,NU,131.94,JW,1.53,10.77464789
,18,U,14,143,CY,131.71,NU,132.47,JW,0.76,5.314685315
,18,U,27,143,CY,131,NU,132.24,JW,1.24,8.671328671
,18,D,5,141,CY,132.05,NU,133.43,JW,1.38,9.787234043
,18,D,14,143,CY,133.18,NU,134.75,JW,1.57,10.97902098
,18,D,27,142,CY,130.06,NU,131.54,JW,1.48,10.42253521
,19,U,5,143,CY,133.03,NU,134.4,JW,1.37,9.58041958
,19,U,14,145,CY,133.2,NU,134.68,JW,1.48,10.20689655
,19,U,27,142,CY,129.56,NU,131.04,JW,1.48,10.42253521
,19,D,5,143,CY,130.79,NU,132.37,JW,1.58,11.04895105
,19,D,14,142,CY,132.87,NU,134.49,JW,1.62,11.4084507
,19,D,27,142,CY,131.55,NU,133.11,JW,1.56,10.98591549
