Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
3300,11,U,27,143,EC,133.03,EC,136.07,EC,3.04,21.25874126
3300,11,D,5,137,EC,132.76,EC,135.61,EC,2.85,20.80291971
3300,11,D,14,138,EC,132.69,EC,135.83,EC,3.14,22.75362319
3300,11,D,27,137,EC,130.91,EC,133.84,EC,2.93,21.38686131
3600,12,U,5,139,EC,130.38,EC,133.27,EC,2.89,20.79136691
3600,12,U,14,141,EC,132.16,EC,134.97,EC,2.81,19.92907801
3600,12,U,27,143,EC,131.67,EC,134.51,EC,2.84,19.86013986
3600,12,D,5,138,EC,132.25,EC,134.92,EC,2.67,19.34782609
3600,12,D,14,136,EC,132.99,EC,135.92,EC,2.93,21.54411765
3600,12,D,27,142,EC,131.92,EC,134.71,EC,2.79,19.64788732
3900,13,U,5,136,EC,131.17,EC,133.83,EC,2.66,19.55882353
3900,13,U,14,139,EC,130.82,EC,133.47,EC,2.65,19.0647482
3900,13,U,27,142,EC,130.4,EC,133.12,EC,2.72,19.15492958
3900,13,D,5,138,EC,130.3,EC,133.13,EC,2.83,20.50724638
3900,13,D,14,140,EC,130.1,EC,132.97,EC,2.87,20.5
3900,13,D,27,139,EC,129.51,EC,132.25,EC,2.74,19.71223022
4200,14,U,5,142,EC,132.48,EC,135.15,EC,2.67,18.8028169
4200,14,U,14,143,EC,130.2,EC,133.01,EC,2.81,19.65034965
4200,14,U,27,142,EC,134.49,EC,137.17,EC,2.68,18.87323944
4200,14,D,5,138,EC,130.97,EC,133.59,EC,2.62,18.98550725
4200,14,D,14,144,EC,132.6,EC,135.32,EC,2.72,18.88888889
4200,14,D,27,141,EC,133.27,EC,135.83,EC,2.56,18.15602837
4500,15,U,5,144,EC,131.28,EC,133.93,EC,2.65,18.40277778
4500,15,U,14,143,EC,133.78,EC,136.21,EC,2.43,16.99300699
4500,15,U,27,143,EC,131.67,EC,134.09,EC,2.42,16.92307692
4500,15,D,5,138,EC,132.05,EC,134.72,EC,2.67,19.34782609
4500,15,D,14,139,EC,131.64,EC,134,EC,2.36,16.97841727
4500,15,D,27,142,EC,132.95,EC,135.52,EC,2.57,18.09859155
4800,16,U,5,144,CY,133.05,EC,135.56,EC,2.51,17.43055556
4800,16,U,14,144,CY,130.64,EC,133.1,EC,2.46,17.08333333
4800,16,U,27,143,CY,130.75,EC,133.16,EC,2.41,16.85314685
4800,16,D,5,137,CY,132.46,EC,134.92,EC,2.46,17.95620438
4800,16,D,14,141,CY,132.44,EC,134.9,EC,2.46,17.44680851
4800,16,D,27,141,CY,129.38,EC,131.87,EC,2.49,17.65957447
5100,17,U,5,143,CY,129.18,EC,131.49,EC,2.31,16.15384615
5100,17,U,14,143,CY,130.58,EC,132.91,EC,2.33,16.29370629
5100,17,U,27,143,CY,131.09,EC,133.36,EC,2.27,15.87412587
5100,17,D,5,137,CY,130.08,EC,132.32,EC,2.24,16.35036496
5100,17,D,14,140,CY,130.96,EC,133.28,EC,2.32,16.57142857
5100,17,D,27,139,CY,129.05,EC,131.37,EC,2.32,16.69064748
5400,18,U,5,141,CY,131.84,EC,133.99,EC,2.15,15.24822695
5400,18,U,14,139,CY,132.54,EC,134.66,EC,2.12,15.25179856
5400,18,U,27,143,CY,132.77,EC,135.27,EC,2.5,17.48251748
5400,18,D,5,137,CY,131.71,EC,133.8,EC,2.09,15.25547445
5400,18,D,14,140,CY,132.81,EC,135.03,EC,2.22,15.85714286
5400,18,D,27,141,CY,132.04,EC,134.16,EC,2.12,15.03546099
5700,19,U,5,144,CY,132.98,EC,135.04,EC,2.06,14.30555556
5700,19,U,14,145,CY,132.01,EC,134.1,EC,2.09,14.4137931
5700,19,U,27,143,CY,130.85,EC,132.98,EC,2.13,14.8951049
5700,19,D,5,143,CY,133.94,EC,136.13,EC,2.19,15.31468531
5700,19,D,14,143,CY,131.73,EC,133.9,EC,2.17,15.17482517
5700,19,D,27,144,CY,132.53,EC,134.82,EC,2.29,15.90277778
