Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
1500,5,D,5,144,EC,131.21,EC,135.07,EC,3.86,26.80555556
1500,5,D,14,143,EC,130.85,EC,134.94,EC,4.09,28.6013986
1500,5,D,27,142,EC,130.22,EC,133.81,EC,3.59,25.28169014
1800,6,U,5,142,NU,130.02,EC,134.3,EC,4.28,30.14084507
1800,6,U,14,133,NU,128.46,EC,132.14,EC,3.68,27.66917293
1800,6,U,27,141,NU,130.47,EC,134.25,EC,3.78,26.80851064
1800,6,D,5,138,NU,132.66,EC,136.82,EC,4.16,30.14492754
1800,6,D,14,141,NU,131.92,EC,136.51,EC,4.59,32.55319149
1800,6,D,27,141,NU,131.84,EC,136.08,EC,4.24,30.07092199
2100,7,U,5,141,NU,129.03,EC,132.96,EC,3.93,27.87234043
2100,7,U,14,143,NU,130.39,EC,134.13,EC,3.74,26.15384615
2100,7,U,27,141,NU,130.85,EC,134.69,EC,3.84,27.23404255
2100,7,D,5,141,NU,131.06,EC,134.38,EC,3.32,23.54609929
2100,7,D,14,140,NU,129.67,EC,133.3,EC,3.63,25.92857143
2100,7,D,27,142,NU,130.06,EC,133.51,EC,3.45,24.29577465
2400,8,U,5,141,NU,130.63,EC,134.24,EC,3.61,25.60283688
2400,8,U,14,142,NU,130.72,EC,134.14,EC,3.42,24.08450704
2400,8,U,27,142,NU,129.52,EC,132.8,EC,3.28,23.09859155
2400,8,D,5,140,NU,130.67,EC,134.23,EC,3.56,25.42857143
2400,8,D,14,141,NU,126.82,EC,130.62,EC,3.8,26.95035461
2400,8,D,27,143,NU,130.84,EC,134.61,EC,3.77,26.36363636
2700,9,U,5,143,NU,128.37,EC,131.8,EC,3.43,23.98601399
2700,9,U,14,143,NU,130.53,EC,133.91,EC,3.38,23.63636364
2700,9,U,27,142,NU,132.34,EC,135.63,EC,3.29,23.16901408
2700,9,D,5,141,NU,130.99,EC,133.96,EC,2.97,21.06382979
2700,9,D,14,140,NU,130.24,EC,133.37,EC,3.13,22.35714286
2700,9,D,27,142,NU,128.4,EC,131.35,EC,2.95,20.77464789
3000,10,U,5,137,NU,129.63,EC,132.52,EC,2.89,21.09489051
3000,10,U,14,142,NU,131.44,EC,134.31,EC,2.87,20.21126761
3000,10,U,27,141,NU,132.15,EC,134.86,EC,2.71,19.21985816
3000,10,D,5,136,NU,130.19,EC,133.03,EC,2.84,20.88235294
3000,10,D,14,141,NU,130.72,EC,133.93,EC,3.21,22.76595745
3000,10,D,27,140,NU,129.61,EC,132.66,EC,3.05,21.78571429
3300,11,U,5,140,NU,130.06,EC,132.93,EC,2.87,20.5
3300,11,U,14,142,NU,132.09,EC,134.85,EC,2.76,19.43661972
3300,11,U,27,140,NU,129.72,EC,132.6,EC,2.88,20.57142857
3300,11,D,5,138,NU,131.32,EC,133.56,EC,2.24,16.23188406
3300,11,D,14,139,NU,129.25,EC,132.04,EC,2.79,20.07194245
3300,11,D,27,142,NU,128.03,EC,130.22,EC,2.19,15.42253521
3600,12,U,5,139,NU,128.12,EC,130.85,EC,2.73,19.64028777
3600,12,U,14,142,NU,130.42,EC,132.85,EC,2.43,17.11267606
3600,12,U,27,141,NU,132.55,EC,135.03,EC,2.48,17.58865248
3600,12,D,5,141,NU,130.97,EC,133.37,EC,2.4,17.0212766
3600,12,D,14,140,NU,129.7,EC,132.05,EC,2.35,16.78571429
3600,12,D,27,140,NU,130.35,EC,132.8,EC,2.45,17.5
3900,13,U,5,137,NU,133.9,EC,136.18,EC,2.28,16.64233577
3900,13,U,14,142,NU,129.07,EC,131.82,EC,2.75,19.36619718
3900,13,U,27,142,NU,129.64,EC,132.01,EC,2.37,16.69014085
3900,13,D,5,141,NU,133.45,EC,135.5,EC,2.05,14.53900709
3900,13,D,14,141,NU,130.95,EC,133.36,EC,2.41,17.09219858
3900,13,D,27,140,NU,128.91,EC,131.18,EC,2.27,16.21428571
4200,14,U,5,143,CY,129.25,EC,131.36,EC,2.11,14.75524476
4200,14,U,14,145,CY,133.15,EC,134.6,EC,1.45,10
4200,14,U,27,142,CY,133.05,EC,135.09,EC,2.04,14.36619718
4200,14,D,5,143,CY,130.5,EC,132.73,EC,2.23,15.59440559
4200,14,D,14,141,CY,131.23,EC,133.65,EC,2.42,17.16312057
4200,14,D,27,143,CY,132.87,EC,134.89,EC,2.02,14.12587413
4500,15,U,5,139,CY,131.27,EC,133.64,EC,2.37,17.05035971
4500,15,U,14,144,CY,130.83,EC,133.02,EC,2.19,15.20833333
4500,15,U,27,143,CY,130.79,EC,133.03,EC,2.24,15.66433566
4500,15,D,5,134,CY,130.45,EC,132.36,EC,1.91,14.25373134
4500,15,D,14,139,CY,127.59,EC,130.16,EC,2.57,18.48920863
4500,15,D,27,138,CY,130.68,EC,132.85,EC,2.17,15.72463768
4800,16,U,5,143,CY,130.94,EC,133.21,EC,2.27,15.87412587
4800,16,U,14,144,CY,128.59,EC,130.93,EC,2.34,16.25
4800,16,U,27,143,CY,128.94,EC,131.03,EC,2.09,14.61538462
4800,16,D,5,140,CY,128.04,EC,129.92,EC,1.88,13.42857143
4800,16,D,14,143,CY,130.58,EC,132.73,EC,2.15,15.03496503
4800,16,D,27,142,CY,130.64,EC,132.8,EC,2.16,15.21126761
5100,17,U,5,144,CY,130.45,EC,132.72,EC,2.27,15.76388889
5100,17,U,14,144,CY,131.26,EC,133.47,EC,2.21,15.34722222
5100,17,U,27,144,CY,133.8,EC,136.03,EC,2.23,15.48611111
5100,17,D,5,143,CY,131.11,EC,133.28,EC,2.17,15.17482517
5100,17,D,14,142,CY,130.88,EC,133.14,EC,2.26,15.91549296
5100,17,D,27,141,CY,127.97,EC,130.52,EC,2.55,18.08510638
5400,18,U,5,142,CY,131.56,EC,133.67,EC,2.11,14.85915493
5400,18,U,14,143,CY,130.67,EC,132.64,EC,1.97,13.77622378
5400,18,U,27,143,CY,132.41,EC,134.14,EC,1.73,12.0979021
5400,18,D,5,138,CY,132.88,EC,134.6,EC,1.72,12.46376812
5400,18,D,14,142,CY,128.8,EC,130.82,EC,2.02,14.22535211
5400,18,D,27,142,CY,132.12,EC,133.95,EC,1.83,12.88732394
5700,19,U,5,144,CY,130.7,EC,132,EC,1.3,9.027777778
5700,19,U,14,144,CY,129.94,EC,131.94,EC,2,13.88888889
5700,19,U,27,143,CY,129.92,EC,131.95,EC,2.03,14.1958042
5700,19,D,5,142,CY,130.61,EC,132.57,EC,1.96,13.8028169
5700,19,D,14,141,CY,128.77,EC,130.85,EC,2.08,14.75177305
5700,19,D,27,144,CY,130.72,EC,132.81,EC,2.09,14.51388889
