Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
5100,17,D,5,138,CY,127.93,CY,130.37,JW,2.44,17.68115942
5100,17,D,14,141,CY,127.33,CY,129.72,JW,2.39,16.95035461
5100,17,D,27,141,CY,128.33,CY,130.61,JW,2.28,16.17021277
5400,18,U,5,136,CY,127.41,CY,129.62,JW,2.21,16.25
5400,18,U,14,141,CY,127.83,CY,130.15,JW,2.32,16.45390071
5400,18,U,27,137,CY,129.12,CY,131.26,JW,2.14,15.62043796
5400,18,D,5,139,CY,127.94,CY,130.3,JW,2.36,16.97841727
5400,18,D,14,142,CY,130.28,CY,132.63,JW,2.35,16.54929577
5400,18,D,27,138,CY,130.18,CY,132.41,JW,2.23,16.15942029
5700,19,U,5,140,CY,129.01,CY,131.21,JW,2.2,15.71428571
5700,19,U,14,143,CY,127.43,CY,129.76,JW,2.33,16.29370629
5700,19,U,27,141,CY,128.45,CY,130.72,JW,2.27,16.09929078
5700,19,D,5,141,CY,129.25,CY,131.6,JW,2.35,16.66666667
5700,19,D,14,140,CY,128.98,CY,131.26,JW,2.28,16.28571429
5700,19,D,27,141,CY,128.38,CY,130.58,JW,2.2,15.60283688
