Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
,10,D,27,144,CY,132.77,JW,135.84,CY,3.07,21.31944444
,11,U,5,138,CY,131.01,JW,133.8,CY,2.79,20.2173913
,11,U,14,142,CY,130.88,JW,133.7,CY,2.82,19.85915493
,11,U,27,143,CY,128.86,JW,131.49,CY,2.63,18.39160839
,11,D,5,142,CY,128.93,JW,131.85,CY,2.92,20.56338028
,11,D,14,144,CY,131.49,JW,134.39,CY,2.9,20.13888889
,11,D,27,144,CY,130.95,JW,133.81,CY,2.86,19.86111111
,12,U,5,140,CY,130.2,JW,132.72,CY,2.52,18
,12,U,14,143,CY,129.8,JW,132.32,CY,2.52,17.62237762
,12,U,27,143,CY,130.66,JW,133.01,CY,2.35,16.43356643
,12,D,5,141,CY,130.11,JW,131.79,CY,1.68,11.91489362
,12,D,14,144,CY,131.38,JW,133.58,CY,2.2,15.27777778
,12,D,27,144,CY,129.6,JW,132.4,CY,2.8,19.44444444
,13,U,5,141,CY,129.53,JW,131.98,CY,2.45,17.37588652
,13,U,14,143,CY,128.82,JW,131.03,CY,2.21,15.45454545
,13,U,27,142,CY,129.53,JW,131.94,CY,2.41,16.97183099
,13,D,5,142,CY,130.93,JW,133.58,CY,2.65,18.66197183
,13,D,14,144,CY,134.06,JW,136.71,CY,2.65,18.40277778
,13,D,27,144,CY,129.23,JW,131.83,CY,2.6,18.05555556
,14,U,5,143,CY,130.08,JW,132.57,CY,2.49,17.41258741
,14,U,14,144,CY,131.71,JW,134.06,CY,2.35,16.31944444
,14,U,27,143,CY,132.34,JW,134.75,CY,2.41,16.85314685
,14,D,5,141,CY,131.33,JW,133.77,CY,2.44,17.30496454
,14,D,14,143,CY,129.79,JW,132.17,CY,2.38,16.64335664
,14,D,27,143,CY,129.27,JW,131.67,CY,2.4,16.78321678
,15,U,5,143,CY,133.13,JW,135.52,CY,2.39,16.71328671
,15,U,14,139,CY,132.17,JW,134.41,CY,2.24,16.11510791
,15,U,27,143,CY,128.44,JW,130.58,CY,2.14,14.96503497
,15,D,5,142,CY,131.05,JW,133.43,CY,2.38,16.76056338
,15,D,14,143,CY,131.93,JW,134.28,CY,2.35,16.43356643
,15,D,27,143,CY,129.12,JW,131.49,CY,2.37,16.57342657
,16,U,5,139,EC,130.48,JW,132.66,JW,2.18,15.68345324
,16,U,14,141,EC,130.08,JW,132.24,JW,2.16,15.31914894
,16,U,27,141,EC,132.32,JW,134.05,JW,1.73,12.26950355
,16,D,5,137,EC,132.19,JW,134.24,JW,2.05,14.96350365
,16,D,14,143,EC,131.76,JW,133.85,JW,2.09,14.61538462
,16,D,27,142,EC,130.69,JW,132.79,JW,2.1,14.78873239
,17,U,5,142,EC,132.24,JW,134.22,EC,1.98,13.94366197
,17,U,14,139,EC,132.46,JW,134.31,EC,1.85,13.30935252
,17,U,27,141,EC,131.5,JW,133.4,EC,1.9,13.4751773
,17,D,5,141,EC,132.9,JW,134.67,EC,1.77,12.55319149
,17,D,14,142,EC,131.11,JW,133.24,EC,2.13,15
,17,D,27,143,EC,130.72,JW,132.57,EC,1.85,12.93706294
,18,U,5,140,EC,133.62,JW,135.53,EC,1.91,13.64285714
,18,U,14,143,EC,132.6,JW,134.21,EC,1.61,11.25874126
,18,U,27,141,EC,133.8,JW,135.64,EC,1.84,13.04964539
,18,D,5,140,EC,132.82,JW,134.77,EC,1.95,13.92857143
,18,D,14,143,EC,133.64,JW,135.54,EC,1.9,13.28671329
,18,D,27,143,EC,132.04,JW,133.83,EC,1.79,12.51748252
,19,U,5,140,EC,133.77,JW,135.53,EC,1.76,12.57142857
,19,U,14,143,EC,129.59,JW,131.58,EC,1.99,13.91608392
,19,U,27,141,EC,129.48,JW,130.79,EC,1.31,9.290780142
,19,D,5,140,EC,130.31,JW,132.22,EC,1.91,13.64285714
,19,D,14,143,EC,132.56,JW,134.63,EC,2.07,14.47552448
,19,D,27,143,EC,132,JW,134.02,EC,2.02,14.12587413
