Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
300,1,U,5,125,CY,130.97,CY,137.75,JW,6.78,54.24
300,1,U,14,137,CY,129.54,CY,136.98,,7.44,54.30656934
300,1,U,27,138,CY,129,CY,136.04,,7.04,51.01449275
300,1,D,5,140,CY,130.89,CY,138.91,,8.02,57.28571429
300,1,D,14,139,CY,131.96,CY,139.62,,7.66,55.10791367
300,1,D,27,139,CY,130.51,CY,137.66,,7.15,51.43884892
600,2,U,5,132,CY,130.8,CY,137.59,,6.79,51.43939394
600,2,U,14,143,CY,130.15,CY,137.23,,7.08,49.51048951
600,2,U,27,140,CY,129.09,CY,136.14,,7.05,50.35714286
600,2,D,5,137,CY,129.96,CY,137.45,,7.49,54.67153285
600,2,D,14,139,CY,128.36,CY,135.94,,7.58,54.5323741
600,2,D,27,137,CY,129.39,CY,136.46,,7.07,51.60583942
900,3,U,5,135,CY,130.42,CY,136.67,,6.25,46.2962963
900,3,U,14,134,CY,131.42,CY,137.58,,6.16,45.97014925
900,3,U,27,136,CY,129.54,CY,135.76,,6.22,45.73529412
900,3,D,5,136,CY,127.92,CY,134.1,,6.18,45.44117647
900,3,D,14,139,CY,130.95,CY,137.09,,6.14,44.17266187
900,3,D,27,137,CY,128.33,CY,134.33,,6,43.79562044
1200,4,U,5,136,CY,132.21,CY,137.54,,5.33,39.19117647
1200,4,U,14,141,CY,127.52,CY,133.11,,5.59,39.64539007
1200,4,U,27,141,CY,129.86,CY,135.38,,5.52,39.14893617
1200,4,D,5,137,CY,130.62,CY,136.27,,5.65,41.24087591
1200,4,D,14,139,CY,130.66,CY,136.24,,5.58,40.14388489
1200,4,D,27,137,CY,126.86,CY,132.3,,5.44,39.7080292
1500,5,U,5,140,CY,130.6,CY,135.91,,5.31,37.92857143
1500,5,U,14,142,CY,132.21,CY,137.43,,5.22,36.76056338
1500,5,U,27,140,CY,129.07,CY,134.29,,5.22,37.28571429
1500,5,D,5,137,CY,128.74,CY,134.19,,5.45,39.7810219
1500,5,D,14,140,CY,132.76,CY,137.92,,5.16,36.85714286
1500,5,D,27,138,CY,130.02,CY,135.2,,5.18,37.53623188
1800,6,U,5,134,CY,130.32,CY,134.82,,4.5,33.58208955
1800,6,U,14,142,CY,129.94,CY,134.72,,4.78,33.66197183
1800,6,U,27,140,CY,129.29,CY,133.95,,4.66,33.28571429
1800,6,D,5,138,CY,130.21,CY,134.85,,4.64,33.62318841
1800,6,D,14,139,CY,130.82,CY,135.46,,4.64,33.38129496
1800,6,D,27,140,CY,134.3,CY,139.08,,4.78,34.14285714
2100,7,U,5,138,CY,135.27,CY,139.64,,4.37,31.66666667
2100,7,U,14,129,CY,130.91,CY,134.88,,3.97,30.7751938
2100,7,U,27,137,CY,132.81,CY,137.15,,4.34,31.67883212
2100,7,D,5,137,CY,131.35,CY,135.88,,4.53,33.06569343
2100,7,D,14,138,CY,127.98,CY,132.43,,4.45,32.24637681
2100,7,D,27,139,CY,132.6,CY,137.04,,4.44,31.94244604
2400,8,U,5,135,CY,131.19,CY,135.17,,3.98,29.48148148
2400,8,U,14,143,CY,131.52,CY,135.75,,4.23,29.58041958
2400,8,U,27,139,CY,129.05,CY,133.15,,4.1,29.49640288
2400,8,D,5,138,CY,132.55,CY,136.75,,4.2,30.43478261
2400,8,D,14,138,CY,134.66,CY,138.75,,4.09,29.63768116
2400,8,D,27,139,CY,132.16,CY,136.29,,4.13,29.71223022
2700,9,U,5,134,CY,132.87,CY,136.7,,3.83,28.58208955
2700,9,U,14,144,CY,134.93,CY,138.94,,4.01,27.84722222
2700,9,U,27,141,CY,134.37,CY,138.48,,4.11,29.14893617
2700,9,D,5,133,CY,132.99,CY,136.75,,3.76,28.27067669
2700,9,D,14,141,CY,133.91,CY,137.91,,4,28.36879433
2700,9,D,27,140,CY,132.07,CY,136.01,,3.94,28.14285714
3000,10,U,5,131,CY,133.07,CY,136.46,,3.39,25.8778626
3000,10,U,14,137,CY,134.48,CY,138.18,,3.7,27.00729927
3000,10,U,27,135,CY,134.33,CY,137.95,,3.62,26.81481481
3000,10,D,5,138,CY,135.36,CY,139.03,,3.67,26.5942029
3000,10,D,14,139,CY,133.83,CY,137.57,,3.74,26.90647482
3000,10,D,27,139,CY,133.38,CY,136.84,,3.46,24.89208633
3300,11,U,5,132,CY,134.88,CY,138.14,,3.26,24.6969697
3300,11,U,14,142,CY,134.32,CY,137.88,,3.56,25.07042254
3300,11,U,27,135,CY,134.57,CY,137.95,,3.38,25.03703704
3300,11,D,5,137,CY,133.3,CY,136.83,,3.53,25.76642336
3300,11,D,14,140,CY,136.2,CY,139.67,,3.47,24.78571429
3300,11,D,27,139,CY,134.64,CY,138.02,,3.38,24.31654676
3600,12,U,5,133,CY,133.69,CY,136.81,,3.12,23.45864662
3600,12,U,14,139,CY,131.89,CY,135.17,,3.28,23.5971223
3600,12,U,27,138,CY,131.91,CY,135.12,,3.21,23.26086957
3600,12,D,5,139,CY,132.27,CY,135.55,,3.28,23.5971223
3600,12,D,14,140,CY,134.2,CY,137.58,,3.38,24.14285714
