Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
1800,6,U,14,143,CY,131.97,CY,136.04,CY,4.07,28.46153846
1800,6,U,27,144,CY,130.41,CY,134.66,CY,4.25,29.51388889
1800,6,D,5,141,CY,132.06,CY,136.07,CY,4.01,28.43971631
1800,6,D,14,144,CY,129.1,CY,133.45,CY,4.35,30.20833333
1800,6,D,27,143,CY,129.01,CY,133.29,CY,4.28,29.93006993
2100,7,U,5,139,CY,129.82,CY,133.69,CY,3.87,27.84172662
2100,7,U,14,144,CY,129.54,CY,133.52,CY,3.98,27.63888889
2100,7,U,27,144,CY,130.37,CY,134.29,CY,3.92,27.22222222
2100,7,D,5,138,CY,126.38,CY,129.93,CY,3.55,25.72463768
2100,7,D,14,140,CY,130.17,CY,133.88,CY,3.71,26.5
2100,7,D,27,139,CY,130.16,CY,133.6,CY,3.44,24.74820144
2400,8,U,5,132,CY,131.42,CY,134.76,CY,3.34,25.3030303
2400,8,U,14,143,CY,128.16,CY,131.72,CY,3.56,24.8951049
2400,8,U,27,143,CY,128.47,CY,132.08,CY,3.61,25.24475524
2400,8,D,5,137,CY,129.03,CY,132.33,CY,3.3,24.08759124
2400,8,D,14,140,CY,129.17,CY,132.4,CY,3.23,23.07142857
2400,8,D,27,138,CY,128.57,CY,132.06,CY,3.49,25.28985507
2700,9,U,5,139,CY,126.6,CY,129.96,CY,3.36,24.17266187
2700,9,U,14,143,CY,129.77,CY,133.1,CY,3.33,23.28671329
2700,9,U,27,142,CY,131.85,CY,135.16,CY,3.31,23.30985915
2700,9,D,5,139,CY,129.55,CY,132.77,CY,3.22,23.16546763
2700,9,D,14,140,CY,131.11,CY,134.48,CY,3.37,24.07142857
2700,9,D,27,139,CY,129.86,CY,133.08,CY,3.22,23.16546763
3000,10,U,5,142,CY,127.66,CY,130.89,CY,3.23,22.74647887
3000,10,U,14,144,CY,131.6,CY,134.75,CY,3.15,21.875
3000,10,U,27,143,CY,131.15,CY,134.37,CY,3.22,22.51748252
3000,10,D,5,139,CY,126.25,CY,129.11,CY,2.86,20.57553957
3000,10,D,14,140,CY,129.48,CY,132.4,CY,2.92,20.85714286
3000,10,D,27,140,CY,130.61,CY,133.61,CY,3,21.42857143
3300,11,U,5,138,CY,133.51,CY,136.52,CY,3.01,21.8115942
3300,11,U,14,143,CY,129.77,CY,132.74,CY,2.97,20.76923077
3300,11,U,27,142,CY,130.33,CY,133.19,CY,2.86,20.14084507
3300,11,D,5,138,CY,130.5,CY,133.46,CY,2.96,21.44927536
3300,11,D,14,140,CY,132.19,CY,135.18,CY,2.99,21.35714286
3300,11,D,27,138,CY,130.87,CY,133.77,CY,2.9,21.01449275
3600,12,U,5,141,CY,133.6,CY,136.44,CY,2.84,20.14184397
3600,12,U,14,142,CY,132.62,CY,135.47,CY,2.85,20.07042254
3600,12,U,27,142,CY,131.47,CY,134.39,CY,2.92,20.56338028
3600,12,D,5,137,CY,132.33,CY,135.02,CY,2.69,19.6350365
3600,12,D,14,138,CY,131.42,CY,134.1,CY,2.68,19.42028986
3600,12,D,27,138,CY,132.32,CY,135.11,CY,2.79,20.2173913
3900,13,U,5,139,CY,132.42,CY,135.09,CY,2.67,19.20863309
3900,13,U,14,143,CY,131.51,CY,134.21,CY,2.7,18.88111888
3900,13,U,27,142,CY,130.72,CY,133.61,CY,2.89,20.35211268
3900,13,D,5,139,CY,132.83,CY,135.44,CY,2.61,18.77697842
3900,13,D,14,139,CY,131.31,CY,132.68,CY,1.37,9.856115108
3900,13,D,27,139,CY,132.45,CY,135.18,CY,2.73,19.64028777
4200,14,U,5,135,CY,130.48,JW,132.91,CY,2.43,18
4200,14,U,14,142,CY,131.76,JW,134.33,CY,2.57,18.09859155
4200,14,U,27,142,CY,130.38,JW,132.65,CY,2.27,15.98591549
4200,14,D,5,139,CY,131,JW,133.2,CY,2.2,15.82733813
4200,14,D,14,139,CY,133.01,JW,135.59,CY,2.58,18.56115108
4200,14,D,27,140,CY,130.9,JW,133.44,CY,2.54,18.14285714
4500,15,U,5,142,CY,134.37,JW,136.52,CY,2.15,15.14084507
4500,15,U,14,142,CY,129.87,JW,132.32,CY,2.45,17.25352113
4500,15,U,27,144,CY,134.44,JW,137.01,CY,2.57,17.84722222
4500,15,D,5,136,CY,129.21,JW,131.43,CY,2.22,16.32352941
4500,15,D,14,138,CY,133.36,JW,135.38,CY,2.02,14.63768116
4500,15,D,27,139,CY,127.65,JW,129.88,CY,2.23,16.04316547
4800,16,U,5,142,CY,132.44,JW,134.42,CY,1.98,13.94366197
4800,16,U,14,142,CY,131.69,JW,133.9,CY,2.21,15.56338028
4800,16,U,27,143,CY,133,JW,135.37,CY,2.37,16.57342657
4800,16,D,5,138,CY,131.72,JW,133.5,CY,1.78,12.89855072
4800,16,D,14,140,CY,131.16,JW,132.49,CY,1.33,9.5
4800,16,D,27,138,CY,133.78,JW,135.54,CY,1.76,12.75362319
5100,17,U,5,143,CY,132.17,JW,134.43,CY,2.26,15.8041958
5100,17,U,14,142,CY,132.1,JW,134.33,CY,2.23,15.70422535
5100,17,U,27,141,CY,131.25,JW,133.34,CY,2.09,14.82269504
5100,17,D,5,141,CY,131.92,JW,134.25,CY,2.33,16.5248227
5100,17,D,14,140,CY,133.67,JW,135.81,CY,2.14,15.28571429
5100,17,D,27,142,CY,131.16,JW,133.55,CY,2.39,16.83098592
5400,18,U,5,141,CY,131.78,JW,132.94,CY,1.16,8.226950355
5400,18,U,14,142,CY,131.73,JW,133.42,CY,1.69,11.90140845
5400,18,U,27,143,CY,132.08,JW,134.31,CY,2.23,15.59440559
5400,18,D,5,138,CY,132.12,JW,134.02,CY,1.9,13.76811594
5400,18,D,14,140,CY,131.72,JW,133.07,CY,1.35,9.642857143
5400,18,D,27,139,CY,133.55,JW,134.81,CY,1.26,9.064748201
5700,19,U,5,135,CY,135.34,JW,137.44,CY,2.1,15.55555556
5700,19,U,14,143,CY,131.23,JW,133.4,CY,2.17,15.17482517
5700,19,U,27,143,CY,132.23,JW,134.07,CY,1.84,12.86713287
5700,19,D,5,138,CY,131.73,JW,133.72,CY,1.99,14.42028986
5700,19,D,14,140,CY,132.57,JW,134.7,CY,2.13,15.21428571
5700,19,D,27,139,CY,132.33,JW,134.53,CY,2.2,15.82733813
