Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
2700,9,D,14,142,CY,129.75,CY,132.36,CY,2.61,18.38028169
2700,9,D,27,143,CY,128.8,CY,132.1,CY,3.3,23.07692308
3000,10,U,5,137,CY,127.56,CY,129.87,CY,2.31,16.86131387
3000,10,U,14,142,CY,126.98,CY,129.68,CY,2.7,19.01408451
3000,10,U,27,138,CY,128.17,CY,130.81,CY,2.64,19.13043478
3000,10,D,5,142,CY,130.42,CY,133.08,CY,2.66,18.73239437
3000,10,D,14,143,CY,128.81,CY,131.66,CY,2.85,19.93006993
3000,10,D,27,141,CY,128.8,CY,131.9,CY,3.1,21.9858156
3300,11,U,5,143,CY,128.83,CY,131.18,CY,2.35,16.43356643
3300,11,U,14,142,CY,127.73,CY,130.21,CY,2.48,17.46478873
3300,11,U,27,144,CY,129.48,CY,132.33,CY,2.85,19.79166667
3300,11,D,5,141,CY,128.59,CY,131.05,CY,2.46,17.44680851
3300,11,D,14,143,CY,128.32,CY,131.11,CY,2.79,19.51048951
3300,11,D,27,141,CY,128.28,CY,131.11,CY,2.83,20.07092199
3600,12,U,5,142,CY,129.01,CY,131.04,CY,2.03,14.29577465
3600,12,U,14,142,CY,130.85,CY,133.09,CY,2.24,15.77464789
3600,12,U,27,144,CY,129.08,CY,131.63,CY,2.55,17.70833333
3600,12,D,5,141,CY,128.87,CY,131.15,CY,2.28,16.17021277
3600,12,D,14,144,CY,130.65,CY,133.45,CY,2.8,19.44444444
3600,12,D,27,144,CY,128.31,CY,131.02,CY,2.71,18.81944444
3900,13,U,5,142,CY,128.12,CY,130.18,CY,2.06,14.50704225
3900,13,U,14,141,CY,130.62,CY,132.92,CY,2.3,16.31205674
3900,13,U,27,144,CY,129.46,CY,132.11,CY,2.65,18.40277778
3900,13,D,5,141,CY,129.22,CY,131.42,CY,2.2,15.60283688
3900,13,D,14,142,CY,131.5,CY,133.99,CY,2.49,17.53521127
3900,13,D,27,143,CY,129.61,CY,132.26,CY,2.65,18.53146853
4200,14,U,5,141,CY,129.1,CY,131.08,CY,1.98,14.04255319
4200,14,U,14,142,CY,129.3,CY,131.51,CY,2.21,15.56338028
4200,14,U,27,142,CY,129.61,CY,131.99,CY,2.38,16.76056338
4200,14,D,5,144,CY,130.27,CY,132.76,CY,2.49,17.29166667
4200,14,D,14,142,CY,129.46,CY,131.65,CY,2.19,15.42253521
4200,14,D,27,144,CY,125.45,CY,127.95,CY,2.5,17.36111111
4500,15,U,5,143,CY,125.63,CY,127.64,CY,2.01,14.05594406
4500,15,U,14,140,CY,128.4,CY,130.56,CY,2.16,15.42857143
4500,15,U,27,144,CY,128.44,CY,130.86,CY,2.42,16.80555556
4500,15,D,5,139,CY,126.99,CY,129.16,CY,2.17,15.61151079
4500,15,D,14,143,CY,129.18,CY,131.22,CY,2.04,14.26573427
4500,15,D,27,139,CY,126.69,CY,129.04,CY,2.35,16.90647482
4800,16,U,5,141,CY,127.79,CY,129.74,CY,1.95,13.82978723
4800,16,U,14,141,CY,127.27,CY,129.45,CY,2.18,15.46099291
4800,16,U,27,138,CY,127.37,CY,129.64,CY,2.27,16.44927536
4800,16,D,5,142,CY,127.41,CY,129.48,CY,2.07,14.57746479
4800,16,D,14,144,CY,129.65,CY,131.94,CY,2.29,15.90277778
4800,16,D,27,143,CY,126.14,CY,128.49,CY,2.35,16.43356643
5100,17,U,5,144,CY,129.36,CY,131.21,CY,1.85,12.84722222
5100,17,U,14,143,CY,127.02,CY,128.99,CY,1.97,13.77622378
5100,17,U,27,144,CY,126.13,CY,128.42,CY,2.29,15.90277778
5100,17,D,5,142,CY,132.02,CY,133.98,CY,1.96,13.8028169
5100,17,D,14,144,CY,128.75,CY,130.89,CY,2.14,14.86111111
5100,17,D,27,142,CY,125.43,CY,127.43,CY,2,14.08450704
5400,18,U,5,143,CY,128.54,CY,130.38,CY,1.84,12.86713287
5400,18,U,14,141,CY,129.17,CY,131.07,CY,1.9,13.4751773
5400,18,U,27,140,CY,126.54,CY,128.6,CY,2.06,14.71428571
5400,18,D,5,142,CY,131.63,CY,133.44,CY,1.81,12.74647887
5400,18,D,14,142,CY,129.12,CY,131.11,CY,1.99,14.01408451
5400,18,D,27,142,CY,129.96,CY,132.19,CY,2.23,15.70422535
5700,19,U,5,143,CY,128.13,CY,129.84,CY,1.71,11.95804196
5700,19,U,14,141,CY,127.66,CY,129.5,CY,1.84,13.04964539
5700,19,U,27,144,CY,127.27,CY,129.41,CY,2.14,14.86111111
5700,19,D,5,141,CY,129.4,CY,131.21,CY,1.81,12.83687943
5700,19,D,14,143,CY,125.86,CY,127.76,CY,1.9,13.28671329
5700,19,D,27,142,CY,130.42,CY,132.62,CY,2.2,15.49295775
