Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
1500,5,U,27,140,CY,128.17,CY,132.65,CY,4.48,32
1500,5,D,5,141,CY,128.55,CY,134.01,CY,5.46,38.72340426
1500,5,D,14,142,CY,128.31,CY,133.4,CY,5.09,35.84507042
1500,5,D,27,142,CY,128.82,CY,134.48,CY,5.66,39.85915493
1800,6,U,5,142,CY,127.75,CY,131.77,CY,4.02,28.30985915
1800,6,U,14,141,CY,127.14,CY,131.72,CY,4.58,32.4822695
1800,6,U,27,141,CY,129.41,CY,133.56,CY,4.15,29.43262411
1800,6,D,5,141,CY,127.64,CY,131.52,CY,3.88,27.5177305
1800,6,D,14,141,CY,130.08,CY,134.21,CY,4.13,29.29078014
1800,6,D,27,141,CY,130.85,CY,134.57,CY,3.72,26.38297872
2100,7,U,5,136,CY,129.65,CY,133.34,CY,3.69,27.13235294
2100,7,U,14,144,CY,128.85,CY,131.69,CY,2.84,19.72222222
2100,7,U,27,135,CY,130.08,CY,133.68,CY,3.6,26.66666667
2100,7,D,5,141,CY,127.5,CY,131.77,CY,4.27,30.28368794
2100,7,D,14,142,CY,128.7,CY,132.98,CY,4.28,30.14084507
2100,7,D,27,141,CY,128.84,CY,132.83,CY,3.99,28.29787234
2400,8,U,5,138,CY,128.8,CY,132.57,CY,3.77,27.31884058
2400,8,U,14,138,CY,129.85,CY,133.12,CY,3.27,23.69565217
2400,8,U,27,144,CY,129.63,CY,133.26,CY,3.63,25.20833333
2400,8,D,5,142,CY,128.45,CY,132.56,CY,4.11,28.94366197
2400,8,D,14,142,CY,127.48,CY,131.01,CY,3.53,24.85915493
2400,8,D,27,143,CY,130.61,CY,133.96,CY,3.35,23.42657343
2700,9,U,5,140,CY,129.16,CY,132.23,CY,3.07,21.92857143
2700,9,U,14,145,CY,129.12,CY,132.13,CY,3.01,20.75862069
2700,9,U,27,139,CY,129.08,CY,131.92,CY,2.84,20.43165468
2700,9,D,5,141,CY,130.06,CY,133.93,CY,3.87,27.44680851
2700,9,D,14,142,CY,129.36,CY,133.46,CY,4.1,28.87323944
2700,9,D,27,142,CY,130.39,CY,134.07,CY,3.68,25.91549296
3000,10,U,5,142,CY,129.06,CY,132.13,CY,3.07,21.61971831
3000,10,U,14,144,CY,128.17,CY,131.3,CY,3.13,21.73611111
3000,10,U,27,145,CY,129.6,CY,132.87,CY,3.27,22.55172414
3000,10,D,5,143,CY,128.8,CY,132.06,CY,3.26,22.7972028
3000,10,D,14,145,CY,130.35,CY,133.51,CY,3.16,21.79310345
3000,10,D,27,142,CY,129.83,CY,132.91,CY,3.08,21.69014085
3300,11,U,5,144,CY,130.67,CY,133.44,CY,2.77,19.23611111
3300,11,U,14,142,CY,130.3,CY,133.15,CY,2.85,20.07042254
3300,11,U,27,139,CY,130.42,CY,133.23,CY,2.81,20.21582734
3300,11,D,5,142,CY,131.13,CY,135.01,CY,3.88,27.32394366
3300,11,D,14,142,CY,129.33,CY,132.24,CY,2.91,20.49295775
3300,11,D,27,141,CY,128.03,CY,130.91,CY,2.88,20.42553191
3600,12,U,5,144,CY,128.53,CY,131.29,CY,2.76,19.16666667
3600,12,U,14,138,CY,128.57,CY,131.27,CY,2.7,19.56521739
3600,12,U,27,142,CY,128.13,CY,130.82,CY,2.69,18.94366197
3600,12,D,5,141,CY,128.63,CY,132.03,CY,3.4,24.11347518
3600,12,D,14,142,CY,128.45,CY,131.41,CY,2.96,20.84507042
3600,12,D,27,141,CY,129.28,CY,131.97,CY,2.69,19.07801418
3900,13,U,5,141,CY,129.47,CY,131.97,CY,2.5,17.73049645
3900,13,U,14,138,CY,129.73,CY,132.55,CY,2.82,20.43478261
3900,13,U,27,137,CY,129.63,CY,132.09,CY,2.46,17.95620438
3900,13,D,5,141,CY,128.33,CY,131.04,CY,2.71,19.21985816
3900,13,D,14,141,CY,126.68,CY,129.35,CY,2.67,18.93617021
3900,13,D,27,143,CY,129.18,CY,131.89,CY,2.71,18.95104895
4200,14,U,5,143,CY,126.88,CY,129.29,CY,2.41,16.85314685
4200,14,U,14,139,CY,129.31,CY,131.56,CY,2.25,16.18705036
4200,14,U,27,145,CY,129.31,CY,131.8,CY,2.49,17.17241379
4200,14,D,5,141,CY,127.84,CY,130.83,CY,2.99,21.20567376
4200,14,D,14,142,CY,128.28,CY,131.05,CY,2.77,19.50704225
4200,14,D,27,139,CY,130.85,CY,133.45,CY,2.6,18.70503597
4500,15,U,5,142,CY,127.52,CY,129.73,CY,2.21,15.56338028
4500,15,U,14,145,CY,129.92,CY,132.22,CY,2.3,15.86206897
4500,15,U,27,134,CY,126.79,CY,128.91,CY,2.12,15.82089552
4500,15,D,5,141,CY,129.86,CY,132.38,CY,2.52,17.87234043
4500,15,D,14,142,CY,127.53,CY,130.19,CY,2.66,18.73239437
4500,15,D,27,142,CY,128.62,CY,131.36,CY,2.74,19.29577465
4800,16,U,5,144,CY,128.84,CY,131.12,CY,2.28,15.83333333
4800,16,U,14,143,CY,130.28,CY,132.52,CY,2.24,15.66433566
4800,16,U,27,142,CY,128.47,CY,131.24,CY,2.77,19.50704225
4800,16,D,5,142,CY,128.56,CY,131.12,CY,2.56,18.02816901
4800,16,D,14,144,CY,129.12,CY,131.57,CY,2.45,17.01388889
4800,16,D,27,142,CY,128.75,CY,131.19,CY,2.44,17.18309859
5100,17,U,5,143,CY,128.73,CY,130.92,CY,2.19,15.31468531
5100,17,U,14,140,CY,129.09,CY,131.26,CY,2.17,15.5
5100,17,U,27,143,CY,128.38,CY,130.67,CY,2.29,16.01398601
5100,17,D,5,142,CY,126.62,CY,129.4,CY,2.78,19.57746479
5100,17,D,14,142,CY,129.27,CY,131.66,CY,2.39,16.83098592
5100,17,D,27,142,CY,128.55,CY,131.47,CY,2.92,20.56338028
5400,18,U,5,144,CY,128.61,CY,130.72,CY,2.11,14.65277778
5400,18,U,14,145,CY,128.88,CY,131.02,CY,2.14,14.75862069
5400,18,U,27,144,CY,128.92,CY,130.97,CY,2.05,14.23611111
5400,18,D,5,141,CY,130.7,CY,132.84,CY,2.14,15.17730496
5400,18,D,14,142,CY,128.3,CY,130.71,CY,2.41,16.97183099
5400,18,D,27,141,CY,128.49,CY,130.66,CY,2.17,15.39007092
5700,19,U,5,142,CY,127.04,CY,129.26,CY,2.22,15.63380282
5700,19,U,14,144,CY,127.22,CY,129.17,CY,1.95,13.54166667
5700,19,U,27,144,CY,129.33,CY,131.68,CY,2.35,16.31944444
5700,19,D,5,140,CY,129.13,CY,131.17,CY,2.04,14.57142857
5700,19,D,14,142,CY,129.73,CY,131.84,CY,2.11,14.85915493
5700,19,D,27,143,CY,128.67,CY,130.88,CY,2.21,15.45454545
