Time (s),time series,Location,Height,Volume (mL),Initials ,Filter Weight (mg),Initials,Filter+Sediment Weight (mg),Initials,sed mass,mass volume concentration (ppm)
1500,5,D,14,141,CY,131.6,EC,136.5,EC,4.9,34.75177305
1500,5,D,27,141,CY,131.66,EC,136.37,EC,4.71,33.40425532
1800,6,U,5,142,CY,131.12,EC,135.42,EC,4.3,30.28169014
1800,6,U,14,143,CY,132.81,EC,137,EC,4.19,29.3006993
1800,6,U,27,144,CY,133.66,EC,137.82,EC,4.16,28.88888889
1800,6,D,5,142,CY,132.9,EC,137.12,EC,4.22,29.71830986
1800,6,D,14,141,CY,132.61,EC,136.93,EC,4.32,30.63829787
1800,6,D,27,141,CY,133.5,EC,137.73,EC,4.23,30
2100,7,U,5,143,CY,131.88,EC,135.79,EC,3.91,27.34265734
2100,7,U,14,144,CY,132.22,EC,136.11,EC,3.89,27.01388889
2100,7,U,27,145,CY,134.25,EC,138.11,EC,3.86,26.62068966
2100,7,D,5,141,CY,130.84,EC,134.58,EC,3.74,26.5248227
2100,7,D,14,142,CY,132.05,EC,136.01,EC,3.96,27.88732394
2100,7,D,27,142,CY,132.06,EC,135.96,EC,3.9,27.46478873
2400,8,U,5,142,CY,130.66,EC,134.32,EC,3.66,25.77464789
2400,8,U,14,143,CY,132.52,EC,136.15,EC,3.63,25.38461538
2400,8,U,27,144,CY,131.21,EC,134.8,EC,3.59,24.93055556
2400,8,D,5,142,CY,131.39,EC,134.76,EC,3.37,23.73239437
2400,8,D,14,142,CY,132.78,EC,136.45,EC,3.67,25.84507042
2400,8,D,27,142,CY,129.54,EC,133.14,EC,3.6,25.35211268
2700,9,U,5,144,CY,129.31,EC,132.7,EC,3.39,23.54166667
2700,9,U,14,143,CY,129.38,EC,132.71,EC,3.33,23.28671329
2700,9,U,27,143,CY,131.93,EC,135.28,EC,3.35,23.42657343
2700,9,D,5,142,CY,133.14,EC,136.43,EC,3.29,23.16901408
2700,9,D,14,143,CY,132.14,EC,135.62,EC,3.48,24.33566434
2700,9,D,27,142,CY,129.39,EC,132.81,EC,3.42,24.08450704
3000,10,U,5,144,CY,129.16,EC,132.48,EC,3.32,23.05555556
3000,10,U,14,144,CY,129.51,EC,132.87,EC,3.36,23.33333333
3000,10,U,27,144,CY,133.06,EC,136.18,EC,3.12,21.66666667
3000,10,D,5,143,CY,130.69,EC,133.86,EC,3.17,22.16783217
3000,10,D,14,143,CY,132.9,EC,136.14,EC,3.24,22.65734266
3000,10,D,27,142,CY,128.64,EC,131.9,EC,3.26,22.95774648
3300,11,U,5,143,CY,132.74,EC,135.82,EC,3.08,21.53846154
3300,11,U,14,144,CY,129.02,EC,132.05,EC,3.03,21.04166667
3300,11,U,27,139,CY,130.24,EC,133.11,EC,2.87,20.64748201
3300,11,D,5,143,CY,130.74,EC,133.68,EC,2.94,20.55944056
3300,11,D,14,143,CY,132.55,EC,135.67,EC,3.12,21.81818182
3300,11,D,27,142,CY,134.06,EC,137.09,EC,3.03,21.33802817
3600,12,U,5,144,CY,130.26,EC,133.08,EC,2.82,19.58333333
3600,12,U,14,142,CY,136.29,EC,139.06,EC,2.77,19.50704225
3600,12,U,27,142,CY,132.4,EC,135.01,EC,2.61,18.38028169
3600,12,D,5,144,CY,136.77,EC,139.52,EC,2.75,19.09722222
3600,12,D,14,143,CY,130.19,EC,133.05,EC,2.86,20
3600,12,D,27,144,CY,133.16,EC,136.09,EC,2.93,20.34722222
3900,13,U,5,142,CY,135.04,EC,137.69,EC,2.65,18.66197183
3900,13,U,14,143,CY,134.31,EC,136.98,EC,2.67,18.67132867
3900,13,U,27,143,CY,130.56,EC,133.22,EC,2.66,18.6013986
3900,13,D,5,141,CY,131.47,EC,134.23,EC,2.76,19.57446809
3900,13,D,14,143,CY,131.37,EC,134.14,EC,2.77,19.37062937
3900,13,D,27,144,CY,129.84,EC,132.59,EC,2.75,19.09722222
4410,14,U,5,105,CY,129.38,EC,131.06,EC,1.68,16
4410,14,U,14,108,CY,136.48,EC,138.3,EC,1.82,16.85185185
4410,14,U,27,104,CY,136.21,EC,137.85,EC,1.64,15.76923077
4200,14,D,5,143,CY,129.67,EC,132.27,EC,2.6,18.18181818
4200,14,D,14,142,CY,131.08,EC,133.72,EC,2.64,18.5915493
4200,14,D,27,142,CY,132,EC,134.64,EC,2.64,18.5915493
4500,15,U,5,129,CY,130.38,EC,132.65,EC,2.27,17.59689922
4500,15,U,14,137,CY,132.19,EC,134.51,EC,2.32,16.93430657
4500,15,U,27,134,CY,134.67,EC,137.01,EC,2.34,17.46268657
4500,15,D,5,141,CY,132.32,EC,134.59,EC,2.27,16.09929078
4500,15,D,14,144,CY,135.61,EC,138.09,EC,2.48,17.22222222
4500,15,D,27,141,CY,135.13,EC,137.54,EC,2.41,17.09219858
4800,16,U,5,142,CY,129.7,EC,132.02,EC,2.32,16.33802817
4800,16,U,14,143,CY,130.45,EC,132.87,EC,2.42,16.92307692
4800,16,U,27,144,CY,132.41,EC,134.8,EC,2.39,16.59722222
4800,16,D,5,143,CY,129.74,EC,132.04,EC,2.3,16.08391608
4800,16,D,14,145,CY,135.63,EC,137.99,EC,2.36,16.27586207
4800,16,D,27,144,CY,131.42,EC,133.84,EC,2.42,16.80555556
5100,17,U,5,142,CY,130.58,EC,132.92,EC,2.34,16.47887324
5100,17,U,14,143,CY,130.08,EC,132.34,EC,2.26,15.8041958
5100,17,U,27,145,CY,128.5,EC,130.78,EC,2.28,15.72413793
5100,17,D,5,143,CY,136.4,EC,138.55,EC,2.15,15.03496503
5100,17,D,14,142,CY,133.11,EC,135.43,EC,2.32,16.33802817
5100,17,D,27,142,CY,133.5,EC,135.8,EC,2.3,16.1971831
5400,18,U,5,143,CY,131.69,EC,133.89,EC,2.2,15.38461538
5400,18,U,14,144,CY,132.07,EC,134.32,EC,2.25,15.625
5400,18,U,27,142,CY,133.72,EC,135.89,EC,2.17,15.28169014
5400,18,D,5,143,CY,131.79,EC,134.01,EC,2.22,15.52447552
5400,18,D,14,143,CY,133.46,EC,135.65,EC,2.19,15.31468531
5400,18,D,27,144,CY,134.93,EC,137.18,EC,2.25,15.625
5700,19,U,5,143,CY,131.47,EC,133.58,EC,2.11,14.75524476
5700,19,U,14,144,CY,131.26,EC,133.42,EC,2.16,15
5700,19,U,27,144,CY,132.2,EC,134.32,EC,2.12,14.72222222
5700,19,D,5,145,CY,132.4,EC,134.53,EC,2.13,14.68965517
5700,19,D,14,145,CY,131.48,EC,133.6,EC,2.12,14.62068966
5700,19,D,27,144,CY,129.16,EC,131.35,EC,2.19,15.20833333
